gene-symbol,gene-name,genetic-category,gene-score,number-of-reports,UMLS_IDs,uniprot_id,protein_gene_name,protein_name,organism,protein_function,protein_UMLS_IDs,pathway_id,pathway_name,match_basis,matched_umls
NTRK2,neurotrophic receptor tyrosine kinase 2,"Rare Single Gene Mutation, Syndromic",,11,"C1334909,C1334909",Q16620,NTRK2 TRKB,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),Homo sapiens (Human),"FUNCTION: Receptor tyrosine kinase involved in the development and the maturation of the central and the peripheral nervous systems through regulation of neuron survival, proliferation, migration, differentiation, and synapse formation and plasticity (By similarity). Receptor for BDNF/brain-derived neurotrophic factor and NTF4/neurotrophin-4. Alternatively can also bind NTF3/neurotrophin-3 which is less efficient in activating the receptor but regulates neuron survival through NTRK2 (PubMed:15494731, PubMed:7574684). Upon ligand-binding, undergoes homodimerization, autophosphorylation and activation (PubMed:15494731). Recruits, phosphorylates and/or activates several downstream effectors including SHC1, FRS2, SH2B1, SH2B2 and PLCG1 that regulate distinct overlapping signaling cascades. Through SHC1, FRS2, SH2B1, SH2B2 activates the GRB2-Ras-MAPK cascade that regulates for instance neuronal differentiation including neurite outgrowth. Through the same effectors controls the Ras-PI3 kinase-AKT1 signaling cascade that mainly regulates growth and survival. Through PLCG1 and the downstream protein kinase C-regulated pathways controls synaptic plasticity. Thereby, plays a role in learning and memory by regulating both short term synaptic function and long-term potentiation. PLCG1 also leads to NF-Kappa-B activation and the transcription of genes involved in cell survival. Hence, it is able to suppress anoikis, the apoptosis resulting from loss of cell-matrix interactions. May also play a role in neutrophin-dependent calcium signaling in glial cells and mediate communication between neurons and glia. {ECO:0000250|UniProtKB:P15209, ECO:0000269|PubMed:15494731, ECO:0000269|PubMed:7574684}.",C1334909,hsa04210,Apoptosis,NAME,
NTRK2,neurotrophic receptor tyrosine kinase 2,"Rare Single Gene Mutation, Syndromic",,11,"C1334909,C1334909",Q16620,NTRK2 TRKB,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),Homo sapiens (Human),"FUNCTION: Receptor tyrosine kinase involved in the development and the maturation of the central and the peripheral nervous systems through regulation of neuron survival, proliferation, migration, differentiation, and synapse formation and plasticity (By similarity). Receptor for BDNF/brain-derived neurotrophic factor and NTF4/neurotrophin-4. Alternatively can also bind NTF3/neurotrophin-3 which is less efficient in activating the receptor but regulates neuron survival through NTRK2 (PubMed:15494731, PubMed:7574684). Upon ligand-binding, undergoes homodimerization, autophosphorylation and activation (PubMed:15494731). Recruits, phosphorylates and/or activates several downstream effectors including SHC1, FRS2, SH2B1, SH2B2 and PLCG1 that regulate distinct overlapping signaling cascades. Through SHC1, FRS2, SH2B1, SH2B2 activates the GRB2-Ras-MAPK cascade that regulates for instance neuronal differentiation including neurite outgrowth. Through the same effectors controls the Ras-PI3 kinase-AKT1 signaling cascade that mainly regulates growth and survival. Through PLCG1 and the downstream protein kinase C-regulated pathways controls synaptic plasticity. Thereby, plays a role in learning and memory by regulating both short term synaptic function and long-term potentiation. PLCG1 also leads to NF-Kappa-B activation and the transcription of genes involved in cell survival. Hence, it is able to suppress anoikis, the apoptosis resulting from loss of cell-matrix interactions. May also play a role in neutrophin-dependent calcium signaling in glial cells and mediate communication between neurons and glia. {ECO:0000250|UniProtKB:P15209, ECO:0000269|PubMed:15494731, ECO:0000269|PubMed:7574684}.",C1334909,hsa04215,Apoptosis,NAME,
NTRK2,neurotrophic receptor tyrosine kinase 2,"Rare Single Gene Mutation, Syndromic",,11,"C1334909,C1334909",Q16620,NTRK2 TRKB,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),Homo sapiens (Human),"FUNCTION: Receptor tyrosine kinase involved in the development and the maturation of the central and the peripheral nervous systems through regulation of neuron survival, proliferation, migration, differentiation, and synapse formation and plasticity (By similarity). Receptor for BDNF/brain-derived neurotrophic factor and NTF4/neurotrophin-4. Alternatively can also bind NTF3/neurotrophin-3 which is less efficient in activating the receptor but regulates neuron survival through NTRK2 (PubMed:15494731, PubMed:7574684). Upon ligand-binding, undergoes homodimerization, autophosphorylation and activation (PubMed:15494731). Recruits, phosphorylates and/or activates several downstream effectors including SHC1, FRS2, SH2B1, SH2B2 and PLCG1 that regulate distinct overlapping signaling cascades. Through SHC1, FRS2, SH2B1, SH2B2 activates the GRB2-Ras-MAPK cascade that regulates for instance neuronal differentiation including neurite outgrowth. Through the same effectors controls the Ras-PI3 kinase-AKT1 signaling cascade that mainly regulates growth and survival. Through PLCG1 and the downstream protein kinase C-regulated pathways controls synaptic plasticity. Thereby, plays a role in learning and memory by regulating both short term synaptic function and long-term potentiation. PLCG1 also leads to NF-Kappa-B activation and the transcription of genes involved in cell survival. Hence, it is able to suppress anoikis, the apoptosis resulting from loss of cell-matrix interactions. May also play a role in neutrophin-dependent calcium signaling in glial cells and mediate communication between neurons and glia. {ECO:0000250|UniProtKB:P15209, ECO:0000269|PubMed:15494731, ECO:0000269|PubMed:7574684}.",C1334909,hsa04720,Long-term potentiation,NAME,
NTRK3,"neurotrophic tyrosine kinase, receptor, type 3","Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,15,"C1334910,C0597357",Q16288,NTRK3 TRKC,NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase),Homo sapiens (Human),"FUNCTION: Receptor tyrosine kinase involved in nervous system and probably heart development. Upon binding of its ligand NTF3/neurotrophin-3, NTRK3 autophosphorylates and activates different signaling pathways, including the phosphatidylinositol 3-kinase/AKT and the MAPK pathways, that control cell survival and differentiation. {ECO:0000269|PubMed:25196463}.",C3853696,,,,
NUAK1,"NUAK family, SNF1-like kinase, 1","Rare Single Gene Mutation, Functional",2.0,6,"C1826483,C1420279",O60285,NUAK1 ARK5 KIAA0537 OMPHK1,NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (ARK5) (Omphalocele kinase 1),Homo sapiens (Human),"FUNCTION: Serine/threonine-protein kinase involved in various processes such as cell adhesion, regulation of cell ploidy and senescence, cell proliferation and tumor progression. Phosphorylates ATM, CASP6, LATS1, PPP1R12A and p53/TP53. Acts as a regulator of cellular senescence and cellular ploidy by mediating phosphorylation of 'Ser-464' of LATS1, thereby controlling its stability. Controls cell adhesion by regulating activity of the myosin protein phosphatase 1 (PP1) complex. Acts by mediating phosphorylation of PPP1R12A subunit of myosin PP1: phosphorylated PPP1R12A then interacts with 14-3-3, leading to reduced dephosphorylation of myosin MLC2 by myosin PP1. May be involved in DNA damage response: phosphorylates p53/TP53 at 'Ser-15' and 'Ser-392' and is recruited to the CDKN1A/WAF1 promoter to participate in transcription activation by p53/TP53. May also act as a tumor malignancy-associated factor by promoting tumor invasion and metastasis under regulation and phosphorylation by AKT1. Suppresses Fas-induced apoptosis by mediating phosphorylation of CASP6, thereby suppressing the activation of the caspase and the subsequent cleavage of CFLAR. Regulates UV radiation-induced DNA damage response mediated by CDKN1A. In association with STK11, phosphorylates CDKN1A in response to UV radiation and contributes to its degradation which is necessary for optimal DNA repair (PubMed:25329316). {ECO:0000269|PubMed:12409306, ECO:0000269|PubMed:14976552, ECO:0000269|PubMed:15060171, ECO:0000269|PubMed:15273717, ECO:0000269|PubMed:19927127, ECO:0000269|PubMed:20354225, ECO:0000269|PubMed:21317932, ECO:0000269|PubMed:25329316}.",C1173934,hsa04210,Apoptosis,NAME,
NUAK1,"NUAK family, SNF1-like kinase, 1","Rare Single Gene Mutation, Functional",2.0,6,"C1826483,C1420279",O60285,NUAK1 ARK5 KIAA0537 OMPHK1,NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (ARK5) (Omphalocele kinase 1),Homo sapiens (Human),"FUNCTION: Serine/threonine-protein kinase involved in various processes such as cell adhesion, regulation of cell ploidy and senescence, cell proliferation and tumor progression. Phosphorylates ATM, CASP6, LATS1, PPP1R12A and p53/TP53. Acts as a regulator of cellular senescence and cellular ploidy by mediating phosphorylation of 'Ser-464' of LATS1, thereby controlling its stability. Controls cell adhesion by regulating activity of the myosin protein phosphatase 1 (PP1) complex. Acts by mediating phosphorylation of PPP1R12A subunit of myosin PP1: phosphorylated PPP1R12A then interacts with 14-3-3, leading to reduced dephosphorylation of myosin MLC2 by myosin PP1. May be involved in DNA damage response: phosphorylates p53/TP53 at 'Ser-15' and 'Ser-392' and is recruited to the CDKN1A/WAF1 promoter to participate in transcription activation by p53/TP53. May also act as a tumor malignancy-associated factor by promoting tumor invasion and metastasis under regulation and phosphorylation by AKT1. Suppresses Fas-induced apoptosis by mediating phosphorylation of CASP6, thereby suppressing the activation of the caspase and the subsequent cleavage of CFLAR. Regulates UV radiation-induced DNA damage response mediated by CDKN1A. In association with STK11, phosphorylates CDKN1A in response to UV radiation and contributes to its degradation which is necessary for optimal DNA repair (PubMed:25329316). {ECO:0000269|PubMed:12409306, ECO:0000269|PubMed:14976552, ECO:0000269|PubMed:15060171, ECO:0000269|PubMed:15273717, ECO:0000269|PubMed:19927127, ECO:0000269|PubMed:20354225, ECO:0000269|PubMed:21317932, ECO:0000269|PubMed:25329316}.",C1173934,hsa04215,Apoptosis,NAME,
NUAK1,"NUAK family, SNF1-like kinase, 1","Rare Single Gene Mutation, Functional",2.0,6,"C1826483,C1420279",O60285,NUAK1 ARK5 KIAA0537 OMPHK1,NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (ARK5) (Omphalocele kinase 1),Homo sapiens (Human),"FUNCTION: Serine/threonine-protein kinase involved in various processes such as cell adhesion, regulation of cell ploidy and senescence, cell proliferation and tumor progression. Phosphorylates ATM, CASP6, LATS1, PPP1R12A and p53/TP53. Acts as a regulator of cellular senescence and cellular ploidy by mediating phosphorylation of 'Ser-464' of LATS1, thereby controlling its stability. Controls cell adhesion by regulating activity of the myosin protein phosphatase 1 (PP1) complex. Acts by mediating phosphorylation of PPP1R12A subunit of myosin PP1: phosphorylated PPP1R12A then interacts with 14-3-3, leading to reduced dephosphorylation of myosin MLC2 by myosin PP1. May be involved in DNA damage response: phosphorylates p53/TP53 at 'Ser-15' and 'Ser-392' and is recruited to the CDKN1A/WAF1 promoter to participate in transcription activation by p53/TP53. May also act as a tumor malignancy-associated factor by promoting tumor invasion and metastasis under regulation and phosphorylation by AKT1. Suppresses Fas-induced apoptosis by mediating phosphorylation of CASP6, thereby suppressing the activation of the caspase and the subsequent cleavage of CFLAR. Regulates UV radiation-induced DNA damage response mediated by CDKN1A. In association with STK11, phosphorylates CDKN1A in response to UV radiation and contributes to its degradation which is necessary for optimal DNA repair (PubMed:25329316). {ECO:0000269|PubMed:12409306, ECO:0000269|PubMed:14976552, ECO:0000269|PubMed:15060171, ECO:0000269|PubMed:15273717, ECO:0000269|PubMed:19927127, ECO:0000269|PubMed:20354225, ECO:0000269|PubMed:21317932, ECO:0000269|PubMed:25329316}.",C1173934,hsa04218,Cellular senescence,NAME,
NUDCD2,NudC domain containing 2,Rare Single Gene Mutation,2.0,4,"C1538497,C1514562",Q8WVJ2,NUDCD2,NudC domain-containing protein 2,Homo sapiens (Human),FUNCTION: May regulate the LIS1/dynein pathway by stabilizing LIS1 with Hsp90 chaperone. {ECO:0000269|PubMed:20133715}.,C5702971,,,,
NUP133,nucleoporin 133kDa,Rare Single Gene Mutation,2.0,6,"C1425242,C0949879",Q8WUM0,NUP133,Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133),Homo sapiens (Human),"FUNCTION: Involved in poly(A)+ RNA transport. Involved in nephrogenesis (PubMed:30179222). {ECO:0000269|PubMed:11684705, ECO:0000269|PubMed:30179222}.",,,,,
NUP155,nucleoporin 155,Rare Single Gene Mutation,1.0,4,"C1417893,C0949879",O75694,NUP155 KIAA0791,Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155),Homo sapiens (Human),FUNCTION: Essential component of nuclear pore complex. Could be essessential for embryogenesis. Nucleoporins may be involved both in binding and translocating proteins during nucleocytoplasmic transport. {ECO:0000250|UniProtKB:Q99P88}.,,hsa03013,Nucleocytoplasmic transport,NAME,
